idcredito,duracao,historicocredito,proposito,valor,investimentos,emprego,tempoparcelamento,estadocivil,fiadorterceiros,residenciadesde,idade,outrosfinanciamentos,habitacao,emprestimoexistente,profissao,dependentes,socioempresa,estrangeiro,status
606,24,5,3,2828,3,3.0,4,4,3,4.0,22,2,1.0,1,4,1,1,0,1
607,24,1,6,4526,2,3.0,3,4,3,2.0,74,3,1.0,1,1,1,1,0,1
608,36,2,1,2671,5,3.0,4,1,2,4.0,50,3,2.0,1,4,1,0,0,0
609,18,2,1,2051,2,1.0,4,4,3,1.0,33,3,1.0,1,4,1,0,0,1
610,15,2,5,1300,1,2.0,4,4,3,4.0,45,1,2.0,1,4,2,0,0,1
611,12,2,7,741,5,5.0,4,1,3,3.0,22,3,1.0,1,4,1,0,0,0
612,10,2,4,1240,5,2.0,1,1,3,4.0,48,3,2.0,1,3,2,0,0,0
613,21,2,1,3357,4,1.0,4,1,3,2.0,29,1,1.0,1,4,1,0,0,1
614,24,5,5,3632,2,3.0,1,1,4,4.0,22,1,3.0,1,4,1,0,1,1
615,18,3,3,1808,2,4.0,4,1,3,1.0,22,3,1.0,1,4,1,0,0,0
616,48,4,6,12204,1,3.0,2,4,3,2.0,48,1,1.0,1,1,1,1,0,1
617,60,3,1,9157,1,3.0,2,4,3,2.0,27,3,2.0,1,1,1,0,0,1
618,6,1,4,3676,2,3.0,1,4,3,3.0,37,3,3.0,3,4,2,0,0,1
619,30,2,3,3441,5,3.0,2,1,2,4.0,21,3,3.0,1,4,1,0,0,0
620,12,2,4,640,2,3.0,4,2,3,2.0,49,3,1.0,1,3,1,0,0,1
621,21,1,6,3652,2,4.0,2,4,3,3.0,27,3,1.0,2,4,1,0,0,1
622,18,1,4,1530,2,3.0,3,4,3,2.0,32,1,1.0,2,4,1,0,0,0
623,48,2,6,3914,1,3.0,4,2,3,2.0,38,1,1.0,1,4,1,0,0,0
624,12,2,3,1858,2,1.0,4,1,3,1.0,22,3,3.0,1,4,1,0,0,1
625,18,2,1,2600,2,3.0,4,4,3,4.0,65,3,2.0,2,4,1,0,0,0
626,15,2,1,1979,1,2.0,4,4,3,2.0,35,3,1.0,1,4,1,0,0,1
627,6,2,3,2116,2,3.0,2,4,3,2.0,41,3,1.0,1,4,1,1,0,1
628,9,5,4,1437,5,4.0,2,4,3,3.0,29,3,1.0,1,4,1,0,0,0
629,42,1,3,4042,3,3.0,4,4,3,4.0,36,3,1.0,2,4,1,1,0,1
630,9,2,2,3832,1,2.0,1,4,3,4.0,64,3,1.0,1,3,1,0,0,1
631,24,2,1,3660,2,3.0,2,1,3,4.0,28,3,1.0,1,4,1,0,0,1
632,18,5,3,1553,2,3.0,4,4,3,3.0,44,1,1.0,1,4,1,0,0,0
633,15,2,1,1444,1,1.0,4,4,3,1.0,23,3,1.0,1,4,1,0,0,1
634,9,2,3,1980,2,1.0,2,1,2,2.0,19,3,3.0,2,4,1,0,0,0
635,24,2,4,1355,2,1.0,3,1,3,4.0,25,3,1.0,1,3,1,1,0,0
636,12,2,2,1393,2,2.0,4,4,3,4.0,47,1,1.0,3,4,2,1,0,1
637,24,2,1,1376,3,4.0,4,1,3,1.0,28,3,1.0,1,4,1,0,0,1
638,60,3,1,15653,2,4.0,2,4,3,4.0,21,3,1.0,2,4,1,1,0,1
639,12,2,1,1493,2,1.0,4,1,3,3.0,34,3,1.0,1,4,2,0,0,1
640,42,3,1,4370,2,4.0,3,4,3,2.0,26,1,1.0,2,4,2,1,0,0
641,18,2,2,750,2,5.0,4,1,3,1.0,27,3,1.0,1,2,1,0,0,0
642,15,2,8,1308,2,2.0,4,4,3,4.0,38,3,1.0,2,3,1,0,0,1
643,15,2,2,4623,5,3.0,3,4,3,2.0,40,3,1.0,1,1,1,1,0,0
644,24,1,1,1851,2,4.0,4,3,4,2.0,33,3,1.0,2,4,1,1,0,1
645,18,1,1,1880,2,4.0,4,3,3,1.0,32,3,1.0,2,1,1,1,0,1
646,36,3,6,7980,1,1.0,4,4,3,4.0,27,3,3.0,2,4,1,1,0,0
647,30,4,3,4583,2,3.0,2,2,4,2.0,32,3,1.0,2,4,1,0,0,1
648,12,2,4,1386,3,3.0,2,1,3,2.0,26,3,1.0,1,4,1,0,0,0
649,24,2,4,947,2,4.0,4,4,3,3.0,38,1,2.0,1,4,2,0,0,0
651,48,2,2,7476,2,4.0,4,4,3,1.0,50,3,2.0,1,1,1,1,0,1
652,12,2,3,1922,2,3.0,4,4,3,2.0,37,3,1.0,1,3,1,0,0,0
653,24,2,4,2303,2,2.0,4,4,2,1.0,45,3,1.0,1,4,1,0,0,0
654,36,3,4,8086,5,2.0,2,4,3,4.0,42,3,1.0,4,1,1,1,0,0
655,24,1,5,2346,2,4.0,4,4,3,3.0,35,3,1.0,2,4,1,1,0,1
656,14,2,4,3973,2,5.0,1,4,3,4.0,22,3,2.0,1,4,1,0,0,1
657,12,2,4,888,2,2.0,4,4,3,4.0,41,1,1.0,1,3,2,0,0,0
658,48,2,1,10222,1,4.0,4,4,3,3.0,37,2,1.0,1,4,1,1,0,1
659,30,4,6,4221,2,3.0,2,1,3,1.0,28,3,1.0,2,4,1,0,0,1
660,18,1,3,6361,2,2.0,2,4,3,1.0,41,3,1.0,1,4,1,1,0,1
661,12,2,1,1297,2,3.0,3,3,3,4.0,23,3,3.0,1,4,1,0,0,1
662,12,2,4,900,1,3.0,4,3,3,2.0,23,3,1.0,1,4,1,0,0,0
663,21,2,3,2241,2,2.0,4,4,3,2.0,50,3,1.0,2,4,1,0,0,1
664,6,3,3,1050,2,5.0,4,4,3,1.0,35,2,1.0,2,1,1,1,0,1
665,6,1,2,1047,2,3.0,2,1,3,4.0,50,3,1.0,1,3,1,0,0,1
666,24,1,9,6314,2,5.0,4,4,2,2.0,27,1,1.0,2,1,1,1,0,1
667,30,5,3,3496,4,3.0,4,4,3,2.0,34,2,1.0,1,4,2,1,0,1
668,48,5,6,3609,2,3.0,1,1,3,1.0,27,2,1.0,1,4,1,0,0,1
669,12,1,4,4843,2,2.0,3,4,2,4.0,43,3,3.0,2,4,1,1,0,0
670,30,1,1,3017,2,2.0,4,4,3,4.0,47,3,1.0,1,4,1,0,0,1
671,24,1,6,4139,5,3.0,3,4,3,3.0,27,3,1.0,2,3,1,1,0,1
672,36,2,6,5742,5,4.0,2,4,3,2.0,31,3,1.0,2,4,1,1,0,1
673,60,2,4,10366,2,2.0,2,4,3,4.0,42,3,1.0,1,1,1,1,0,1
674,6,1,4,2080,3,3.0,1,3,3,2.0,24,3,1.0,1,4,1,0,0,1
675,21,3,6,2580,3,1.0,4,4,3,2.0,41,1,1.0,1,3,2,0,0,0
677,24,1,3,5150,2,2.0,4,4,3,4.0,33,3,1.0,1,4,1,1,0,1
678,72,2,1,5595,5,3.0,2,3,3,2.0,24,3,1.0,1,4,1,0,0,0
679,24,2,1,2384,2,2.0,4,4,3,4.0,64,1,3.0,1,3,1,0,0,1
680,18,2,1,1453,2,1.0,3,1,3,1.0,26,3,1.0,1,4,1,0,0,1
681,6,2,2,1538,2,1.0,1,1,3,2.0,56,3,1.0,1,4,1,0,0,1
682,12,2,1,2279,1,3.0,4,4,3,4.0,37,3,2.0,1,4,1,1,0,1
683,15,3,1,1478,2,3.0,4,3,3,3.0,33,1,1.0,2,4,1,0,0,1
684,24,1,1,5103,2,1.0,3,3,3,3.0,47,3,2.0,3,4,1,1,0,1
685,36,3,6,9857,5,4.0,1,4,3,3.0,31,3,1.0,2,3,2,1,0,1
686,60,2,4,6527,1,3.0,4,4,3,4.0,34,3,2.0,1,4,2,1,0,1
687,10,1,1,1347,1,4.0,4,4,3,2.0,27,3,1.0,2,4,1,1,0,1
688,36,3,4,2862,5,2.0,4,4,3,3.0,30,3,2.0,1,4,1,0,0,1
689,9,2,1,2753,5,2.0,3,4,2,4.0,35,3,1.0,1,4,1,1,0,1
690,12,2,4,3651,4,3.0,1,4,3,3.0,31,3,1.0,1,4,2,0,0,1
691,15,1,3,975,2,3.0,2,2,3,3.0,25,3,1.0,2,4,1,0,0,1
692,15,2,8,2631,5,3.0,3,1,3,2.0,25,3,1.0,1,3,1,0,0,1
693,24,2,1,2896,5,1.0,2,4,3,1.0,29,3,1.0,1,4,1,0,0,1
694,6,1,4,4716,1,1.0,1,4,3,3.0,44,3,1.0,2,3,2,0,0,1
695,24,2,1,2284,2,4.0,4,4,3,2.0,28,3,1.0,1,4,1,1,0,1
696,6,2,5,1236,3,3.0,2,4,3,4.0,50,3,3.0,1,4,1,0,0,1
697,12,2,1,1103,2,4.0,4,4,4,3.0,29,3,1.0,2,4,1,0,1,1
698,12,1,4,926,2,5.0,1,1,3,2.0,38,3,1.0,1,2,1,0,0,1
699,18,1,1,1800,2,3.0,4,4,3,2.0,24,3,1.0,2,4,1,0,0,1
700,15,2,2,1905,2,2.0,4,4,3,4.0,40,3,3.0,1,1,1,1,0,1
676,30,2,1,4530,2,4.0,4,1,3,4.0,26,3,3.0,1,1,1,1,0,1
701,12,2,3,1123,3,3.0,4,1,3,4.0,29,3,3.0,1,3,1,0,0,0
702,48,1,5,6331,2,2.0,4,4,3,4.0,46,3,2.0,2,4,1,1,0,0
703,24,2,1,1377,5,2.0,4,1,3,2.0,47,3,2.0,1,4,1,1,0,1
704,30,3,6,2503,5,2.0,4,4,3,2.0,41,2,1.0,2,4,1,0,0,1
705,27,2,6,2528,2,1.0,4,1,3,1.0,32,3,1.0,1,4,2,1,0,1
706,15,2,4,5324,3,2.0,1,1,3,4.0,35,3,2.0,1,4,1,0,0,1
707,48,2,4,6560,5,4.0,3,4,3,2.0,24,3,1.0,1,4,1,0,0,0
708,12,4,3,2969,2,1.0,4,1,3,3.0,25,3,3.0,2,4,1,0,0,0
709,9,2,1,1206,2,2.0,4,1,3,4.0,25,3,1.0,1,4,1,0,0,1
710,9,2,1,2118,2,3.0,2,4,3,2.0,37,3,1.0,1,3,2,0,0,1
711,18,1,1,629,3,2.0,4,4,3,3.0,32,1,1.0,2,1,1,1,0,1
712,6,5,2,1198,2,2.0,4,1,3,4.0,35,3,2.0,1,4,1,0,0,0
713,21,2,5,2476,1,2.0,4,4,3,4.0,46,3,1.0,1,1,1,1,0,1
714,9,1,1,1138,2,3.0,4,4,3,4.0,25,3,1.0,2,3,1,0,0,1
715,60,2,4,14027,2,4.0,4,4,3,2.0,27,3,1.0,1,1,1,1,0,0
716,30,1,5,7596,1,2.0,1,4,3,4.0,63,3,1.0,2,4,1,0,0,1
717,30,1,1,3077,1,2.0,3,4,3,2.0,40,3,1.0,2,4,2,1,0,1
718,18,2,1,1505,2,3.0,4,4,3,2.0,32,3,2.0,1,1,1,1,0,1
719,24,1,1,3148,1,3.0,3,4,3,2.0,31,3,1.0,2,4,1,1,0,1
720,20,4,5,6148,5,2.0,3,3,3,4.0,31,1,1.0,2,4,1,1,0,1
721,9,4,1,1337,2,1.0,4,4,3,2.0,34,3,1.0,2,1,1,1,0,0
722,6,5,2,433,4,1.0,4,1,3,2.0,24,1,3.0,1,4,2,0,0,0
723,12,2,4,1228,2,3.0,4,1,3,2.0,24,3,1.0,1,3,1,0,0,0
724,9,2,1,790,3,3.0,4,1,3,3.0,66,3,1.0,1,3,1,0,0,1
725,27,2,4,2570,2,3.0,3,1,3,3.0,21,3,3.0,1,4,1,0,0,0
726,6,1,4,250,4,3.0,2,1,3,2.0,41,1,1.0,2,3,1,0,0,1
727,15,1,1,1316,3,3.0,2,3,3,2.0,47,3,1.0,2,3,1,0,0,1
728,18,2,1,1882,2,3.0,4,1,3,4.0,25,1,3.0,2,4,1,0,0,0
729,48,5,6,6416,2,2.0,4,1,3,3.0,59,3,3.0,1,4,1,0,0,0
730,24,1,6,1275,4,3.0,2,2,3,4.0,36,3,1.0,2,4,1,1,0,1
731,24,3,1,6403,2,1.0,1,4,3,2.0,33,3,1.0,1,4,1,0,0,1
732,24,2,1,1987,2,3.0,2,4,3,4.0,21,3,3.0,1,3,2,0,0,0
733,8,2,1,760,2,4.0,4,1,4,2.0,44,3,1.0,1,3,1,0,0,1
734,24,2,5,2603,4,3.0,2,1,3,4.0,28,3,3.0,1,4,1,1,0,1
735,4,1,4,3380,2,4.0,1,1,3,1.0,37,3,1.0,1,4,2,0,0,1
736,36,5,7,3990,1,1.0,3,1,3,2.0,29,1,1.0,1,2,1,0,0,1
737,24,2,5,11560,2,3.0,1,1,3,4.0,23,3,3.0,2,1,1,0,0,0
738,18,2,4,4380,5,3.0,3,4,3,4.0,35,3,1.0,1,3,2,1,0,1
739,6,1,4,6761,2,4.0,1,4,3,3.0,45,3,1.0,2,1,2,1,0,1
740,30,4,6,4280,5,3.0,4,1,3,4.0,26,3,3.0,2,3,1,0,0,0
741,24,5,4,2325,5,4.0,2,4,3,3.0,32,1,1.0,1,4,1,0,0,1
742,10,5,1,1048,2,3.0,4,4,3,4.0,23,2,1.0,1,3,1,0,0,1
743,21,2,1,3160,1,2.0,4,4,3,3.0,41,3,1.0,1,4,1,1,0,1
744,24,5,3,2483,3,3.0,4,4,3,4.0,22,2,1.0,1,4,1,1,0,1
746,13,1,6,1797,2,1.0,3,4,3,1.0,28,1,1.0,2,3,1,0,0,1
747,15,2,4,2511,2,5.0,1,1,3,4.0,23,3,3.0,1,4,1,0,0,1
748,12,2,4,1274,2,1.0,3,1,3,1.0,37,3,1.0,1,3,1,0,0,0
749,21,2,5,5248,1,3.0,1,4,3,3.0,26,3,1.0,1,4,1,0,0,1
751,6,2,3,428,2,2.0,2,1,3,1.0,49,1,1.0,1,4,1,1,0,1
752,18,2,4,976,2,1.0,1,1,3,2.0,23,3,1.0,1,3,1,0,0,0
753,12,2,6,841,5,4.0,2,1,3,4.0,23,3,3.0,1,3,1,0,0,1
754,30,1,1,5771,2,4.0,4,1,3,2.0,25,3,1.0,2,4,1,0,0,1
755,12,3,8,1555,4,2.0,4,4,3,4.0,55,3,2.0,2,4,2,0,0,0
756,24,2,4,1285,1,4.0,4,1,3,4.0,32,3,3.0,1,4,1,0,0,0
757,6,1,4,1299,2,3.0,1,4,3,1.0,74,3,1.0,3,2,2,0,1,1
758,15,1,1,1271,1,3.0,3,4,3,4.0,39,3,2.0,2,4,1,1,0,0
759,24,2,4,1393,2,3.0,2,4,4,2.0,31,3,1.0,1,4,1,1,0,1
760,12,1,4,691,2,2.0,4,4,3,3.0,35,3,1.0,2,4,1,0,0,0
761,15,1,4,5045,1,2.0,1,1,3,4.0,59,3,1.0,1,4,1,1,0,1
762,18,1,3,2124,2,3.0,4,1,3,4.0,24,3,3.0,2,4,1,0,0,0
763,12,2,1,2214,2,3.0,4,4,3,3.0,24,3,1.0,1,3,1,0,0,1
764,21,1,4,12680,1,2.0,4,4,3,4.0,30,3,2.0,1,1,1,1,0,0
765,24,1,4,2463,5,4.0,4,3,3,3.0,27,3,1.0,2,4,1,1,0,1
766,12,2,1,1155,2,2.0,3,3,4,3.0,40,1,1.0,2,3,1,0,0,1
767,30,2,3,3108,2,1.0,2,2,3,4.0,31,3,1.0,1,3,1,0,0,0
768,10,2,5,2901,1,1.0,1,1,3,4.0,31,3,3.0,1,4,1,0,0,1
769,12,1,3,3617,2,2.0,1,4,3,4.0,28,3,3.0,3,4,1,1,0,1
770,12,1,1,1655,2,2.0,2,4,3,4.0,63,3,1.0,2,3,1,1,0,1
771,24,2,5,2812,1,2.0,2,1,3,4.0,26,3,3.0,1,4,1,0,0,1
772,36,1,2,8065,2,3.0,3,1,3,2.0,25,3,1.0,2,1,1,1,0,0
773,21,1,5,3275,2,2.0,1,4,3,4.0,36,3,1.0,1,1,1,1,0,1
774,24,1,1,2223,5,2.0,4,4,3,4.0,52,1,1.0,2,4,1,0,0,1
775,12,1,4,1480,3,5.0,2,4,3,4.0,66,1,2.0,3,2,1,0,0,1
776,24,2,4,1371,1,3.0,4,1,3,4.0,25,3,3.0,1,4,1,0,0,0
777,36,1,4,3535,2,4.0,4,4,3,4.0,37,3,1.0,2,4,1,1,0,1
778,18,2,1,3509,2,4.0,4,1,4,1.0,25,3,1.0,1,4,1,0,0,1
779,36,1,5,5711,4,2.0,4,4,3,2.0,38,3,1.0,2,1,1,1,0,1
780,18,2,8,3872,2,5.0,2,1,3,4.0,67,3,1.0,1,4,1,1,0,1
781,39,1,1,4933,2,4.0,2,4,4,2.0,25,3,1.0,2,4,1,0,0,0
782,24,1,4,1940,4,2.0,4,4,3,4.0,60,3,1.0,1,4,1,1,0,1
783,12,4,10,1410,2,3.0,2,4,3,2.0,31,3,1.0,1,3,1,1,0,1
784,12,2,4,836,5,1.0,4,1,3,2.0,23,1,1.0,1,3,1,0,0,0
785,20,2,5,6468,1,5.0,1,2,3,4.0,60,3,1.0,1,1,1,1,0,1
786,18,2,6,1941,4,3.0,4,4,3,2.0,35,3,1.0,1,3,1,1,0,1
787,22,2,1,2675,3,2.0,3,4,3,4.0,40,3,1.0,1,4,1,0,0,1
788,48,1,5,2751,1,2.0,4,4,3,3.0,38,3,1.0,2,4,2,1,0,1
789,48,3,2,6224,2,2.0,4,4,3,4.0,50,3,2.0,1,4,1,0,0,0
790,40,1,2,5998,2,3.0,4,4,3,3.0,27,1,1.0,1,4,1,1,0,0
791,21,2,6,1188,2,2.0,2,1,3,4.0,39,3,1.0,1,4,2,0,0,0
792,24,2,5,6313,1,2.0,3,4,3,4.0,41,3,1.0,1,1,2,1,0,1
793,6,1,3,1221,1,3.0,1,3,3,2.0,27,3,1.0,2,4,1,0,0,1
794,24,2,3,2892,2,2.0,3,2,3,4.0,51,3,2.0,1,4,1,0,0,1
795,24,2,3,3062,3,2.0,4,4,3,3.0,32,3,3.0,1,4,1,1,0,1
796,9,2,3,2301,5,1.0,2,1,3,4.0,22,3,3.0,1,4,1,0,0,1
797,18,2,5,7511,1,2.0,1,4,3,4.0,51,3,2.0,1,4,2,1,0,0
798,12,1,3,1258,2,1.0,2,1,3,4.0,22,3,3.0,2,3,1,0,0,1
800,9,2,4,1549,1,1.0,4,4,3,2.0,35,3,1.0,1,2,1,0,0,1
801,24,1,2,1597,2,2.0,4,4,3,4.0,54,3,2.0,2,4,2,0,0,1
802,18,1,1,1795,2,2.0,3,1,4,4.0,48,1,3.0,2,3,1,1,0,1
803,20,1,3,4272,2,2.0,1,1,3,4.0,24,3,1.0,2,4,1,0,0,1
804,12,1,1,976,1,2.0,4,4,3,4.0,35,3,1.0,2,4,1,0,0,1
805,12,2,4,7472,1,5.0,1,1,3,2.0,24,3,3.0,1,2,1,0,0,1
806,36,2,4,9271,2,4.0,2,4,3,1.0,24,3,1.0,1,4,1,1,0,0
807,6,2,1,590,2,1.0,3,3,3,3.0,26,3,1.0,1,3,1,0,1,1
808,12,1,1,930,1,2.0,4,4,3,4.0,65,3,1.0,4,4,1,0,0,1
809,42,5,5,9283,2,5.0,1,4,3,2.0,55,1,2.0,1,1,1,1,0,1
810,15,4,4,1778,2,1.0,2,1,3,1.0,26,3,3.0,2,2,1,0,0,0
811,8,2,6,907,2,1.0,3,3,3,2.0,26,3,1.0,1,4,1,1,0,1
812,6,2,1,484,2,4.0,3,3,4,3.0,28,1,1.0,1,3,1,0,0,1
813,36,1,5,9629,2,4.0,4,4,3,4.0,24,3,1.0,2,4,1,1,0,0
814,48,2,7,3051,2,3.0,3,4,3,4.0,54,3,1.0,1,4,1,0,0,0
815,48,2,4,3931,2,4.0,4,4,3,4.0,46,3,2.0,1,4,2,0,0,0
816,36,3,4,7432,2,3.0,2,1,3,2.0,54,3,3.0,1,4,1,0,0,1
817,6,2,7,1338,3,3.0,1,2,3,4.0,62,3,1.0,1,4,1,0,0,1
818,6,1,1,1554,2,4.0,1,1,3,2.0,24,3,3.0,2,4,1,1,0,1
819,36,2,9,15857,2,5.0,2,2,2,3.0,43,3,1.0,1,1,1,0,0,1
820,18,2,1,1345,2,3.0,4,3,3,3.0,26,1,1.0,1,4,1,0,0,0
821,12,2,4,1101,2,3.0,3,3,3,2.0,27,3,1.0,2,4,1,1,0,1
822,12,2,1,3016,2,3.0,3,3,3,1.0,24,3,1.0,1,4,1,0,0,1
823,36,2,3,2712,2,2.0,2,4,3,2.0,41,1,1.0,1,4,2,0,0,0
824,8,1,4,731,2,2.0,4,4,3,4.0,47,3,1.0,2,3,1,0,0,1
825,18,1,3,3780,2,1.0,3,2,3,2.0,35,3,1.0,2,1,1,1,0,1
826,21,1,4,1602,2,2.0,4,3,3,3.0,30,3,1.0,2,4,1,1,0,1
827,18,1,4,3966,2,2.0,1,1,3,4.0,33,1,3.0,3,4,1,1,0,0
828,18,4,6,4165,2,3.0,2,4,3,2.0,36,2,1.0,2,4,2,0,0,0
829,36,2,5,8335,1,2.0,3,4,3,4.0,47,3,2.0,1,4,1,0,0,0
830,48,3,6,6681,1,3.0,4,4,3,4.0,38,3,2.0,1,4,2,1,0,1
831,24,3,6,2375,3,3.0,4,4,3,2.0,44,3,1.0,2,4,2,1,0,1
832,18,2,4,1216,2,1.0,4,1,3,3.0,23,3,3.0,1,4,1,1,0,0
833,45,4,6,11816,2,2.0,2,4,3,4.0,29,3,3.0,2,4,1,0,0,0
835,15,2,1,2327,2,1.0,2,1,3,3.0,25,3,1.0,1,3,1,0,0,0
836,12,4,4,1082,2,3.0,4,4,3,4.0,48,1,1.0,2,4,1,0,0,0
837,12,2,1,886,1,3.0,4,1,3,2.0,21,3,1.0,1,4,1,0,0,1
838,4,2,3,601,2,1.0,1,1,3,3.0,23,3,3.0,1,3,2,0,0,1
839,24,1,5,2957,2,2.0,4,4,3,4.0,63,3,1.0,2,4,1,1,0,1
840,24,1,1,2611,2,2.0,4,3,2,3.0,46,3,1.0,2,4,1,0,0,1
799,24,2,4,717,1,2.0,4,3,3,4.0,54,3,1.0,2,4,1,1,0,1
841,36,2,3,5179,2,4.0,4,4,3,2.0,29,3,1.0,1,4,1,0,0,0
842,21,3,5,2993,2,3.0,3,4,3,2.0,28,2,1.0,2,3,1,0,0,1
843,18,2,8,1943,2,1.0,4,1,3,4.0,23,3,1.0,1,4,1,0,0,0
845,18,2,3,3422,2,2.0,4,4,3,4.0,47,1,1.0,3,4,2,1,0,1
846,21,2,3,3976,1,4.0,2,4,3,3.0,35,3,1.0,1,4,1,1,0,1
847,18,2,4,6761,1,3.0,2,4,3,4.0,68,3,3.0,2,4,1,0,0,0
848,24,2,4,1249,2,1.0,4,3,3,2.0,28,3,1.0,1,4,1,0,0,1
849,9,2,1,1364,2,4.0,3,4,3,4.0,59,3,1.0,1,4,1,0,0,1
850,12,2,1,709,2,2.0,4,4,3,4.0,57,2,1.0,1,3,1,0,0,0
851,20,1,4,2235,2,3.0,4,3,4,2.0,33,1,3.0,2,4,1,0,1,0
852,24,1,5,4042,1,4.0,3,4,3,4.0,43,3,1.0,2,4,1,1,0,1
853,15,1,1,1471,2,3.0,4,4,3,4.0,35,3,2.0,2,4,1,1,0,1
854,18,5,4,1442,2,4.0,4,4,3,4.0,32,3,2.0,2,3,2,0,0,0
855,36,3,4,10875,2,2.0,2,4,3,2.0,45,3,1.0,2,4,2,1,0,1
856,24,2,4,1474,5,1.0,4,3,3,3.0,33,3,1.0,1,4,1,1,0,1
857,10,2,10,894,1,4.0,4,1,3,3.0,40,3,1.0,1,4,1,1,0,1
858,15,1,3,3343,2,3.0,4,4,3,2.0,28,3,2.0,1,4,1,1,0,1
859,15,2,4,3959,2,3.0,3,1,3,2.0,29,3,1.0,1,4,1,1,0,0
860,9,2,4,3577,5,3.0,1,4,4,2.0,26,3,3.0,1,4,2,0,1,1
861,24,1,5,5804,4,3.0,4,4,3,2.0,27,3,1.0,2,4,1,0,0,1
862,18,3,6,2169,2,3.0,4,3,3,2.0,28,3,1.0,1,4,1,1,0,0
863,24,2,1,2439,2,1.0,4,1,3,4.0,35,3,1.0,1,4,1,1,0,0
864,27,1,3,4526,4,1.0,4,4,3,2.0,32,2,1.0,2,3,2,1,0,1
865,10,2,3,2210,2,3.0,2,4,3,2.0,25,1,3.0,1,3,1,0,0,0
866,15,2,3,2221,3,3.0,2,1,3,4.0,20,3,3.0,1,4,1,0,0,1
867,18,2,1,2389,2,1.0,4,1,3,1.0,27,2,1.0,1,4,1,0,0,1
868,12,1,3,3331,2,2.0,2,4,3,4.0,42,2,1.0,1,4,1,0,0,1
869,36,2,6,7409,1,2.0,3,4,3,2.0,37,3,1.0,2,4,1,0,0,1
870,12,2,3,652,2,2.0,4,1,3,4.0,24,3,3.0,1,4,1,0,0,1
871,36,3,3,7678,3,4.0,2,1,3,4.0,40,3,1.0,2,4,1,1,0,1
872,6,1,4,1343,2,2.0,1,4,3,4.0,46,3,1.0,2,4,2,0,1,1
873,24,1,6,1382,5,4.0,4,4,3,1.0,26,3,1.0,2,4,1,1,0,1
874,15,2,7,874,1,1.0,4,1,3,1.0,24,3,1.0,1,4,1,0,0,1
875,12,2,3,3590,2,3.0,2,4,2,2.0,29,3,1.0,1,3,2,0,0,1
876,11,1,4,1322,4,3.0,4,1,3,4.0,40,3,1.0,2,4,1,0,0,1
877,18,5,1,1940,2,1.0,3,4,2,4.0,36,1,2.0,1,1,1,1,0,1
878,36,2,1,3595,2,2.0,4,4,3,2.0,28,3,1.0,1,4,1,0,0,1
879,9,2,4,1422,2,1.0,3,4,3,2.0,27,3,2.0,1,1,1,1,0,0
880,30,1,1,6742,1,4.0,2,4,3,3.0,36,3,1.0,2,4,1,0,0,1
881,24,2,5,7814,2,4.0,3,4,3,3.0,38,3,1.0,1,1,1,1,0,1
882,24,2,5,9277,1,3.0,2,2,3,4.0,48,3,2.0,1,4,1,1,0,1
883,30,1,4,2181,1,2.0,4,4,3,4.0,36,3,1.0,2,4,1,0,0,1
884,18,1,1,1098,2,5.0,4,1,3,4.0,65,3,1.0,2,2,1,0,0,1
885,24,2,3,4057,2,4.0,3,2,3,3.0,43,3,1.0,1,4,1,1,0,0
886,12,2,2,795,2,1.0,4,1,3,4.0,53,3,1.0,1,4,1,0,0,0
887,24,1,6,2825,1,4.0,4,4,3,3.0,34,3,1.0,2,4,2,1,0,1
888,48,2,6,15672,2,3.0,2,4,3,2.0,23,3,1.0,1,4,1,1,0,0
889,36,1,4,6614,2,2.0,4,4,3,4.0,34,3,1.0,2,1,1,1,0,1
890,28,5,5,7824,1,1.0,3,4,4,4.0,40,1,3.0,2,4,2,1,0,1
891,27,1,6,2442,2,2.0,4,4,3,4.0,43,2,1.0,4,1,2,1,0,1
892,15,1,1,1829,2,2.0,4,4,3,4.0,46,3,1.0,2,4,1,1,0,1
893,12,1,4,2171,2,3.0,4,4,3,4.0,38,1,1.0,2,3,1,0,1,1
894,36,1,5,5800,2,3.0,3,4,3,4.0,34,3,1.0,2,4,1,1,0,1
895,18,1,1,1169,1,3.0,4,4,3,3.0,29,3,1.0,2,4,1,1,0,1
897,21,2,1,2606,2,1.0,4,1,3,4.0,28,3,3.0,1,1,1,1,0,1
898,12,1,3,1592,4,4.0,3,1,3,2.0,35,3,1.0,1,4,1,0,1,1
899,15,2,3,2186,1,4.0,1,1,3,4.0,33,1,3.0,1,3,1,0,0,1
900,18,2,3,4153,2,3.0,2,4,2,3.0,42,3,1.0,1,4,1,0,0,0
901,16,1,4,2625,2,2.0,2,4,4,4.0,43,1,3.0,1,4,1,1,0,0
902,20,1,4,3485,1,1.0,2,2,3,4.0,44,3,1.0,2,4,1,1,0,1
903,36,1,5,10477,1,2.0,2,4,3,4.0,42,3,2.0,2,4,1,0,0,1
904,15,2,1,1386,1,3.0,4,3,3,2.0,40,3,3.0,1,4,1,1,0,1
905,24,2,1,1278,2,2.0,4,4,3,1.0,36,3,1.0,1,1,1,1,0,1
906,12,2,1,1107,2,3.0,2,4,3,2.0,20,3,3.0,1,1,2,1,0,1
907,21,2,4,3763,1,4.0,2,4,2,2.0,24,3,1.0,1,3,1,0,1,1
