,idcredito,duracao,historicocredito,proposito,valor,investimentos,emprego,tempoparcelamento,estadocivil,fiadorterceiros,residenciadesde,idade,outrosfinanciamentos,habitacao,emprestimoexistente,profissao,dependentes,socioempresa,estrangeiro,status
565,582,1,1,4,3124,2,1.0,1,4,3,3.0,3,1,1.0,2,3,2,0,0,1
566,583,1,2,3,1388,2,3.0,4,1,3,2.0,1,3,3.0,1,4,1,0,0,1
567,584,2,2,8,2384,2,1.0,4,4,3,1.0,1,3,3.0,1,3,1,0,0,0
568,585,1,2,4,2133,1,2.0,4,1,3,4.0,3,3,2.0,1,1,1,1,0,1
569,586,1,2,3,2039,2,3.0,1,1,3,4.0,1,1,3.0,1,4,1,0,0,0
570,587,1,1,4,2799,2,3.0,2,4,3,2.0,2,3,3.0,2,4,2,0,0,1
571,588,1,2,3,1289,2,3.0,4,4,4,1.0,1,3,1.0,1,3,1,0,0,1
572,589,1,2,7,1217,2,3.0,4,3,3,3.0,2,3,1.0,1,3,1,1,0,0
573,590,1,1,3,2246,2,2.0,3,4,3,3.0,3,3,1.0,2,4,1,0,0,0
574,591,1,1,1,385,2,4.0,4,1,3,3.0,3,3,1.0,4,3,1,1,0,1
575,592,2,3,4,1965,1,3.0,4,1,3,4.0,2,3,3.0,2,4,1,1,0,1
576,593,1,2,6,1572,4,2.0,4,1,3,4.0,2,1,1.0,1,3,1,0,0,1
577,594,2,2,4,2718,2,3.0,3,1,3,4.0,1,3,3.0,1,3,1,1,0,0
578,595,2,5,9,1358,1,2.0,4,4,3,3.0,2,2,1.0,1,1,1,1,0,0
579,596,1,5,4,931,5,1.0,1,1,3,1.0,1,2,1.0,1,3,1,0,0,0
580,597,2,2,4,1442,2,4.0,4,1,3,4.0,1,3,3.0,2,4,1,0,0,0
581,598,2,4,6,4241,2,3.0,1,4,3,4.0,2,3,1.0,3,3,1,1,0,0
582,599,1,1,4,2775,2,4.0,2,4,3,2.0,1,1,1.0,2,4,1,0,0,0
583,600,2,3,6,3863,2,3.0,1,4,3,2.0,1,3,2.0,1,4,1,0,0,1
584,601,1,2,1,2329,2,1.0,1,1,4,1.0,2,3,1.0,1,4,1,0,0,1
585,602,1,2,3,918,2,3.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,0
586,603,2,5,2,1837,2,4.0,4,1,3,4.0,2,1,2.0,1,3,1,0,0,0
587,604,2,2,3,3349,2,3.0,4,1,3,2.0,1,3,1.0,1,1,1,1,0,0
588,605,1,2,3,1275,2,1.0,4,1,3,2.0,1,3,1.0,1,4,1,0,0,1
589,606,2,5,3,2828,3,3.0,4,4,3,4.0,1,2,1.0,1,4,1,1,0,1
590,607,2,1,6,4526,2,3.0,3,4,3,2.0,4,3,1.0,1,1,1,1,0,1
591,608,2,2,1,2671,5,3.0,4,1,2,4.0,3,3,2.0,1,4,1,0,0,0
592,609,1,2,1,2051,2,1.0,4,4,3,1.0,1,3,1.0,1,4,1,0,0,1
593,610,1,2,5,1300,1,2.0,4,4,3,4.0,2,1,2.0,1,4,2,0,0,1
594,611,1,2,7,741,5,5.0,4,1,3,3.0,1,3,1.0,1,4,1,0,0,0
595,612,1,2,4,1240,5,2.0,1,1,3,4.0,3,3,2.0,1,3,2,0,0,0
596,613,1,2,1,3357,4,1.0,4,1,3,2.0,1,1,1.0,1,4,1,0,0,1
597,614,2,5,5,3632,2,3.0,1,1,4,4.0,1,1,3.0,1,4,1,0,1,1
598,615,1,3,3,1808,2,4.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,0
599,616,3,4,6,12204,1,3.0,2,4,3,2.0,3,1,1.0,1,1,1,1,0,1
600,617,4,3,1,9157,1,3.0,2,4,3,2.0,1,3,2.0,1,1,1,0,0,1
601,618,1,1,4,3676,2,3.0,1,4,3,3.0,2,3,3.0,3,4,2,0,0,1
602,619,2,2,3,3441,5,3.0,2,1,2,4.0,1,3,3.0,1,4,1,0,0,0
603,620,1,2,4,640,2,3.0,4,2,3,2.0,3,3,1.0,1,3,1,0,0,1
604,621,1,1,6,3652,2,4.0,2,4,3,3.0,1,3,1.0,2,4,1,0,0,1
605,622,1,1,4,1530,2,3.0,3,4,3,2.0,1,1,1.0,2,4,1,0,0,0
606,623,3,2,6,3914,1,3.0,4,2,3,2.0,2,1,1.0,1,4,1,0,0,0
607,624,1,2,3,1858,2,1.0,4,1,3,1.0,1,3,3.0,1,4,1,0,0,1
608,625,1,2,1,2600,2,3.0,4,4,3,4.0,4,3,2.0,2,4,1,0,0,0
609,626,1,2,1,1979,1,2.0,4,4,3,2.0,2,3,1.0,1,4,1,0,0,1
610,627,1,2,3,2116,2,3.0,2,4,3,2.0,2,3,1.0,1,4,1,1,0,1
611,628,1,5,4,1437,5,4.0,2,4,3,3.0,1,3,1.0,1,4,1,0,0,0
612,629,3,1,3,4042,3,3.0,4,4,3,4.0,2,3,1.0,2,4,1,1,0,1
613,630,1,2,2,3832,1,2.0,1,4,3,4.0,4,3,1.0,1,3,1,0,0,1
614,631,2,2,1,3660,2,3.0,2,1,3,4.0,1,3,1.0,1,4,1,0,0,1
615,632,1,5,3,1553,2,3.0,4,4,3,3.0,2,1,1.0,1,4,1,0,0,0
616,633,1,2,1,1444,1,1.0,4,4,3,1.0,1,3,1.0,1,4,1,0,0,1
617,634,1,2,3,1980,2,1.0,2,1,2,2.0,1,3,3.0,2,4,1,0,0,0
618,635,2,2,4,1355,2,1.0,3,1,3,4.0,1,3,1.0,1,3,1,1,0,0
619,636,1,2,2,1393,2,2.0,4,4,3,4.0,2,1,1.0,3,4,2,1,0,1
620,637,2,2,1,1376,3,4.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,1
621,638,4,3,1,15653,2,4.0,2,4,3,4.0,1,3,1.0,2,4,1,1,0,1
622,639,1,2,1,1493,2,1.0,4,1,3,3.0,2,3,1.0,1,4,2,0,0,1
623,640,3,3,1,4370,2,4.0,3,4,3,2.0,1,1,1.0,2,4,2,1,0,0
624,641,1,2,2,750,2,5.0,4,1,3,1.0,1,3,1.0,1,2,1,0,0,0
625,642,1,2,8,1308,2,2.0,4,4,3,4.0,2,3,1.0,2,3,1,0,0,1
626,643,1,2,2,4623,5,3.0,3,4,3,2.0,2,3,1.0,1,1,1,1,0,0
627,644,2,1,1,1851,2,4.0,4,3,4,2.0,1,3,1.0,2,4,1,1,0,1
628,645,1,1,1,1880,2,4.0,4,3,3,1.0,1,3,1.0,2,1,1,1,0,1
629,646,2,3,6,7980,1,1.0,4,4,3,4.0,1,3,3.0,2,4,1,1,0,0
630,647,2,4,3,4583,2,3.0,2,2,4,2.0,1,3,1.0,2,4,1,0,0,1
631,648,1,2,4,1386,3,3.0,2,1,3,2.0,1,3,1.0,1,4,1,0,0,0
632,649,2,2,4,947,2,4.0,4,4,3,3.0,2,1,2.0,1,4,2,0,0,0
633,651,3,2,2,7476,2,4.0,4,4,3,1.0,3,3,2.0,1,1,1,1,0,1
634,652,1,2,3,1922,2,3.0,4,4,3,2.0,2,3,1.0,1,3,1,0,0,0
635,653,2,2,4,2303,2,2.0,4,4,2,1.0,2,3,1.0,1,4,1,0,0,0
636,654,2,3,4,8086,5,2.0,2,4,3,4.0,2,3,1.0,4,1,1,1,0,0
637,655,2,1,5,2346,2,4.0,4,4,3,3.0,2,3,1.0,2,4,1,1,0,1
638,656,1,2,4,3973,2,5.0,1,4,3,4.0,1,3,2.0,1,4,1,0,0,1
639,657,1,2,4,888,2,2.0,4,4,3,4.0,2,1,1.0,1,3,2,0,0,0
640,658,3,2,1,10222,1,4.0,4,4,3,3.0,2,2,1.0,1,4,1,1,0,1
641,659,2,4,6,4221,2,3.0,2,1,3,1.0,1,3,1.0,2,4,1,0,0,1
642,660,1,1,3,6361,2,2.0,2,4,3,1.0,2,3,1.0,1,4,1,1,0,1
643,661,1,2,1,1297,2,3.0,3,3,3,4.0,1,3,3.0,1,4,1,0,0,1
644,662,1,2,4,900,1,3.0,4,3,3,2.0,1,3,1.0,1,4,1,0,0,0
645,663,1,2,3,2241,2,2.0,4,4,3,2.0,3,3,1.0,2,4,1,0,0,1
646,664,1,3,3,1050,2,5.0,4,4,3,1.0,2,2,1.0,2,1,1,1,0,1
647,665,1,1,2,1047,2,3.0,2,1,3,4.0,3,3,1.0,1,3,1,0,0,1
648,666,2,1,9,6314,2,5.0,4,4,2,2.0,1,1,1.0,2,1,1,1,0,1
649,667,2,5,3,3496,4,3.0,4,4,3,2.0,2,2,1.0,1,4,2,1,0,1
650,668,3,5,6,3609,2,3.0,1,1,3,1.0,1,2,1.0,1,4,1,0,0,1
651,669,1,1,4,4843,2,2.0,3,4,2,4.0,2,3,3.0,2,4,1,1,0,0
652,670,2,1,1,3017,2,2.0,4,4,3,4.0,2,3,1.0,1,4,1,0,0,1
653,671,2,1,6,4139,5,3.0,3,4,3,3.0,1,3,1.0,2,3,1,1,0,1
654,672,2,2,6,5742,5,4.0,2,4,3,2.0,1,3,1.0,2,4,1,1,0,1
655,673,4,2,4,10366,2,2.0,2,4,3,4.0,2,3,1.0,1,1,1,1,0,1
656,674,1,1,4,2080,3,3.0,1,3,3,2.0,1,3,1.0,1,4,1,0,0,1
657,675,1,3,6,2580,3,1.0,4,4,3,2.0,2,1,1.0,1,3,2,0,0,0
658,677,2,1,3,5150,2,2.0,4,4,3,4.0,1,3,1.0,1,4,1,1,0,1
659,678,4,2,1,5595,5,3.0,2,3,3,2.0,1,3,1.0,1,4,1,0,0,0
660,679,2,2,1,2384,2,2.0,4,4,3,4.0,4,1,3.0,1,3,1,0,0,1
661,680,1,2,1,1453,2,1.0,3,1,3,1.0,1,3,1.0,1,4,1,0,0,1
662,681,1,2,2,1538,2,1.0,1,1,3,2.0,3,3,1.0,1,4,1,0,0,1
663,682,1,2,1,2279,1,3.0,4,4,3,4.0,2,3,2.0,1,4,1,1,0,1
664,683,1,3,1,1478,2,3.0,4,3,3,3.0,1,1,1.0,2,4,1,0,0,1
665,684,2,1,1,5103,2,1.0,3,3,3,3.0,2,3,2.0,3,4,1,1,0,1
666,685,2,3,6,9857,5,4.0,1,4,3,3.0,1,3,1.0,2,3,2,1,0,1
667,686,4,2,4,6527,1,3.0,4,4,3,4.0,2,3,2.0,1,4,2,1,0,1
668,687,1,1,1,1347,1,4.0,4,4,3,2.0,1,3,1.0,2,4,1,1,0,1
669,688,2,3,4,2862,5,2.0,4,4,3,3.0,1,3,2.0,1,4,1,0,0,1
670,689,1,2,1,2753,5,2.0,3,4,2,4.0,2,3,1.0,1,4,1,1,0,1
671,690,1,2,4,3651,4,3.0,1,4,3,3.0,1,3,1.0,1,4,2,0,0,1
672,691,1,1,3,975,2,3.0,2,2,3,3.0,1,3,1.0,2,4,1,0,0,1
673,692,1,2,8,2631,5,3.0,3,1,3,2.0,1,3,1.0,1,3,1,0,0,1
674,693,2,2,1,2896,5,1.0,2,4,3,1.0,1,3,1.0,1,4,1,0,0,1
675,694,1,1,4,4716,1,1.0,1,4,3,3.0,2,3,1.0,2,3,2,0,0,1
676,695,2,2,1,2284,2,4.0,4,4,3,2.0,1,3,1.0,1,4,1,1,0,1
677,696,1,2,5,1236,3,3.0,2,4,3,4.0,3,3,3.0,1,4,1,0,0,1
678,697,1,2,1,1103,2,4.0,4,4,4,3.0,1,3,1.0,2,4,1,0,1,1
679,698,1,1,4,926,2,5.0,1,1,3,2.0,2,3,1.0,1,2,1,0,0,1
680,699,1,1,1,1800,2,3.0,4,4,3,2.0,1,3,1.0,2,4,1,0,0,1
681,700,1,2,2,1905,2,2.0,4,4,3,4.0,2,3,3.0,1,1,1,1,0,1
682,676,2,2,1,4530,2,4.0,4,1,3,4.0,1,3,3.0,1,1,1,1,0,1
683,701,1,2,3,1123,3,3.0,4,1,3,4.0,1,3,3.0,1,3,1,0,0,0
684,702,3,1,5,6331,2,2.0,4,4,3,4.0,2,3,2.0,2,4,1,1,0,0
685,703,2,2,1,1377,5,2.0,4,1,3,2.0,2,3,2.0,1,4,1,1,0,1
686,704,2,3,6,2503,5,2.0,4,4,3,2.0,2,2,1.0,2,4,1,0,0,1
687,705,2,2,6,2528,2,1.0,4,1,3,1.0,1,3,1.0,1,4,2,1,0,1
688,706,1,2,4,5324,3,2.0,1,1,3,4.0,2,3,2.0,1,4,1,0,0,1
689,707,3,2,4,6560,5,4.0,3,4,3,2.0,1,3,1.0,1,4,1,0,0,0
690,708,1,4,3,2969,2,1.0,4,1,3,3.0,1,3,3.0,2,4,1,0,0,0
691,709,1,2,1,1206,2,2.0,4,1,3,4.0,1,3,1.0,1,4,1,0,0,1
692,710,1,2,1,2118,2,3.0,2,4,3,2.0,2,3,1.0,1,3,2,0,0,1
693,711,1,1,1,629,3,2.0,4,4,3,3.0,1,1,1.0,2,1,1,1,0,1
694,712,1,5,2,1198,2,2.0,4,1,3,4.0,2,3,2.0,1,4,1,0,0,0
695,713,1,2,5,2476,1,2.0,4,4,3,4.0,2,3,1.0,1,1,1,1,0,1
696,714,1,1,1,1138,2,3.0,4,4,3,4.0,1,3,1.0,2,3,1,0,0,1
697,715,4,2,4,14027,2,4.0,4,4,3,2.0,1,3,1.0,1,1,1,1,0,0
698,716,2,1,5,7596,1,2.0,1,4,3,4.0,4,3,1.0,2,4,1,0,0,1
699,717,2,1,1,3077,1,2.0,3,4,3,2.0,2,3,1.0,2,4,2,1,0,1
700,718,1,2,1,1505,2,3.0,4,4,3,2.0,1,3,2.0,1,1,1,1,0,1
701,719,2,1,1,3148,1,3.0,3,4,3,2.0,1,3,1.0,2,4,1,1,0,1
702,720,1,4,5,6148,5,2.0,3,3,3,4.0,1,1,1.0,2,4,1,1,0,1
703,721,1,4,1,1337,2,1.0,4,4,3,2.0,2,3,1.0,2,1,1,1,0,0
704,722,1,5,2,433,4,1.0,4,1,3,2.0,1,1,3.0,1,4,2,0,0,0
705,723,1,2,4,1228,2,3.0,4,1,3,2.0,1,3,1.0,1,3,1,0,0,0
706,724,1,2,1,790,3,3.0,4,1,3,3.0,4,3,1.0,1,3,1,0,0,1
707,725,2,2,4,2570,2,3.0,3,1,3,3.0,1,3,3.0,1,4,1,0,0,0
708,726,1,1,4,250,4,3.0,2,1,3,2.0,2,1,1.0,2,3,1,0,0,1
709,727,1,1,1,1316,3,3.0,2,3,3,2.0,2,3,1.0,2,3,1,0,0,1
710,728,1,2,1,1882,2,3.0,4,1,3,4.0,1,1,3.0,2,4,1,0,0,0
711,729,3,5,6,6416,2,2.0,4,1,3,3.0,3,3,3.0,1,4,1,0,0,0
712,730,2,1,6,1275,4,3.0,2,2,3,4.0,2,3,1.0,2,4,1,1,0,1
713,731,2,3,1,6403,2,1.0,1,4,3,2.0,1,3,1.0,1,4,1,0,0,1
714,732,2,2,1,1987,2,3.0,2,4,3,4.0,1,3,3.0,1,3,2,0,0,0
715,733,1,2,1,760,2,4.0,4,1,4,2.0,2,3,1.0,1,3,1,0,0,1
716,734,2,2,5,2603,4,3.0,2,1,3,4.0,1,3,3.0,1,4,1,1,0,1
717,735,1,1,4,3380,2,4.0,1,1,3,1.0,2,3,1.0,1,4,2,0,0,1
718,736,2,5,7,3990,1,1.0,3,1,3,2.0,1,1,1.0,1,2,1,0,0,1
719,737,2,2,5,11560,2,3.0,1,1,3,4.0,1,3,3.0,2,1,1,0,0,0
720,738,1,2,4,4380,5,3.0,3,4,3,4.0,2,3,1.0,1,3,2,1,0,1
721,739,1,1,4,6761,2,4.0,1,4,3,3.0,2,3,1.0,2,1,2,1,0,1
722,740,2,4,6,4280,5,3.0,4,1,3,4.0,1,3,3.0,2,3,1,0,0,0
723,741,2,5,4,2325,5,4.0,2,4,3,3.0,1,1,1.0,1,4,1,0,0,1
724,742,1,5,1,1048,2,3.0,4,4,3,4.0,1,2,1.0,1,3,1,0,0,1
725,743,1,2,1,3160,1,2.0,4,4,3,3.0,2,3,1.0,1,4,1,1,0,1
726,744,2,5,3,2483,3,3.0,4,4,3,4.0,1,2,1.0,1,4,1,1,0,1
727,746,1,1,6,1797,2,1.0,3,4,3,1.0,1,1,1.0,2,3,1,0,0,1
728,747,1,2,4,2511,2,5.0,1,1,3,4.0,1,3,3.0,1,4,1,0,0,1
729,748,1,2,4,1274,2,1.0,3,1,3,1.0,2,3,1.0,1,3,1,0,0,0
730,749,1,2,5,5248,1,3.0,1,4,3,3.0,1,3,1.0,1,4,1,0,0,1
731,751,1,2,3,428,2,2.0,2,1,3,1.0,3,1,1.0,1,4,1,1,0,1
732,752,1,2,4,976,2,1.0,1,1,3,2.0,1,3,1.0,1,3,1,0,0,0
733,753,1,2,6,841,5,4.0,2,1,3,4.0,1,3,3.0,1,3,1,0,0,1
734,754,2,1,1,5771,2,4.0,4,1,3,2.0,1,3,1.0,2,4,1,0,0,1
735,755,1,3,8,1555,4,2.0,4,4,3,4.0,3,3,2.0,2,4,2,0,0,0
736,756,2,2,4,1285,1,4.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,0
737,757,1,1,4,1299,2,3.0,1,4,3,1.0,4,3,1.0,3,2,2,0,1,1
738,758,1,1,1,1271,1,3.0,3,4,3,4.0,2,3,2.0,2,4,1,1,0,0
739,759,2,2,4,1393,2,3.0,2,4,4,2.0,1,3,1.0,1,4,1,1,0,1
740,760,1,1,4,691,2,2.0,4,4,3,3.0,2,3,1.0,2,4,1,0,0,0
741,761,1,1,4,5045,1,2.0,1,1,3,4.0,3,3,1.0,1,4,1,1,0,1
742,762,1,1,3,2124,2,3.0,4,1,3,4.0,1,3,3.0,2,4,1,0,0,0
743,763,1,2,1,2214,2,3.0,4,4,3,3.0,1,3,1.0,1,3,1,0,0,1
744,764,1,1,4,12680,1,2.0,4,4,3,4.0,1,3,2.0,1,1,1,1,0,0
745,765,2,1,4,2463,5,4.0,4,3,3,3.0,1,3,1.0,2,4,1,1,0,1
746,766,1,2,1,1155,2,2.0,3,3,4,3.0,2,1,1.0,2,3,1,0,0,1
747,767,2,2,3,3108,2,1.0,2,2,3,4.0,1,3,1.0,1,3,1,0,0,0
748,768,1,2,5,2901,1,1.0,1,1,3,4.0,1,3,3.0,1,4,1,0,0,1
749,769,1,1,3,3617,2,2.0,1,4,3,4.0,1,3,3.0,3,4,1,1,0,1
750,770,1,1,1,1655,2,2.0,2,4,3,4.0,4,3,1.0,2,3,1,1,0,1
751,771,2,2,5,2812,1,2.0,2,1,3,4.0,1,3,3.0,1,4,1,0,0,1
752,772,2,1,2,8065,2,3.0,3,1,3,2.0,1,3,1.0,2,1,1,1,0,0
753,773,1,1,5,3275,2,2.0,1,4,3,4.0,2,3,1.0,1,1,1,1,0,1
754,774,2,1,1,2223,5,2.0,4,4,3,4.0,3,1,1.0,2,4,1,0,0,1
755,775,1,1,4,1480,3,5.0,2,4,3,4.0,4,1,2.0,3,2,1,0,0,1
756,776,2,2,4,1371,1,3.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,0
757,777,2,1,4,3535,2,4.0,4,4,3,4.0,2,3,1.0,2,4,1,1,0,1
758,778,1,2,1,3509,2,4.0,4,1,4,1.0,1,3,1.0,1,4,1,0,0,1
759,779,2,1,5,5711,4,2.0,4,4,3,2.0,2,3,1.0,2,1,1,1,0,1
760,780,1,2,8,3872,2,5.0,2,1,3,4.0,4,3,1.0,1,4,1,1,0,1
761,781,3,1,1,4933,2,4.0,2,4,4,2.0,1,3,1.0,2,4,1,0,0,0
762,782,2,1,4,1940,4,2.0,4,4,3,4.0,3,3,1.0,1,4,1,1,0,1
763,783,1,4,10,1410,2,3.0,2,4,3,2.0,1,3,1.0,1,3,1,1,0,1
764,784,1,2,4,836,5,1.0,4,1,3,2.0,1,1,1.0,1,3,1,0,0,0
765,785,1,2,5,6468,1,5.0,1,2,3,4.0,3,3,1.0,1,1,1,1,0,1
766,786,1,2,6,1941,4,3.0,4,4,3,2.0,2,3,1.0,1,3,1,1,0,1
767,787,2,2,1,2675,3,2.0,3,4,3,4.0,2,3,1.0,1,4,1,0,0,1
768,788,3,1,5,2751,1,2.0,4,4,3,3.0,2,3,1.0,2,4,2,1,0,1
769,789,3,3,2,6224,2,2.0,4,4,3,4.0,3,3,2.0,1,4,1,0,0,0
770,790,3,1,2,5998,2,3.0,4,4,3,3.0,1,1,1.0,1,4,1,1,0,0
771,791,1,2,6,1188,2,2.0,2,1,3,4.0,2,3,1.0,1,4,2,0,0,0
772,792,2,2,5,6313,1,2.0,3,4,3,4.0,2,3,1.0,1,1,2,1,0,1
773,793,1,1,3,1221,1,3.0,1,3,3,2.0,1,3,1.0,2,4,1,0,0,1
774,794,2,2,3,2892,2,2.0,3,2,3,4.0,3,3,2.0,1,4,1,0,0,1
775,795,2,2,3,3062,3,2.0,4,4,3,3.0,1,3,3.0,1,4,1,1,0,1
776,796,1,2,3,2301,5,1.0,2,1,3,4.0,1,3,3.0,1,4,1,0,0,1
777,797,1,2,5,7511,1,2.0,1,4,3,4.0,3,3,2.0,1,4,2,1,0,0
778,798,1,1,3,1258,2,1.0,2,1,3,4.0,1,3,3.0,2,3,1,0,0,1
779,800,1,2,4,1549,1,1.0,4,4,3,2.0,2,3,1.0,1,2,1,0,0,1
780,801,2,1,2,1597,2,2.0,4,4,3,4.0,3,3,2.0,2,4,2,0,0,1
781,802,1,1,1,1795,2,2.0,3,1,4,4.0,3,1,3.0,2,3,1,1,0,1
782,803,1,1,3,4272,2,2.0,1,1,3,4.0,1,3,1.0,2,4,1,0,0,1
783,804,1,1,1,976,1,2.0,4,4,3,4.0,2,3,1.0,2,4,1,0,0,1
784,805,1,2,4,7472,1,5.0,1,1,3,2.0,1,3,3.0,1,2,1,0,0,1
785,806,2,2,4,9271,2,4.0,2,4,3,1.0,1,3,1.0,1,4,1,1,0,0
786,807,1,2,1,590,2,1.0,3,3,3,3.0,1,3,1.0,1,3,1,0,1,1
787,808,1,1,1,930,1,2.0,4,4,3,4.0,4,3,1.0,4,4,1,0,0,1
788,809,3,5,5,9283,2,5.0,1,4,3,2.0,3,1,2.0,1,1,1,1,0,1
789,810,1,4,4,1778,2,1.0,2,1,3,1.0,1,3,3.0,2,2,1,0,0,0
790,811,1,2,6,907,2,1.0,3,3,3,2.0,1,3,1.0,1,4,1,1,0,1
791,812,1,2,1,484,2,4.0,3,3,4,3.0,1,1,1.0,1,3,1,0,0,1
792,813,2,1,5,9629,2,4.0,4,4,3,4.0,1,3,1.0,2,4,1,1,0,0
793,814,3,2,7,3051,2,3.0,3,4,3,4.0,3,3,1.0,1,4,1,0,0,0
794,815,3,2,4,3931,2,4.0,4,4,3,4.0,2,3,2.0,1,4,2,0,0,0
795,816,2,3,4,7432,2,3.0,2,1,3,2.0,3,3,3.0,1,4,1,0,0,1
796,817,1,2,7,1338,3,3.0,1,2,3,4.0,4,3,1.0,1,4,1,0,0,1
797,818,1,1,1,1554,2,4.0,1,1,3,2.0,1,3,3.0,2,4,1,1,0,1
798,819,2,2,9,15857,2,5.0,2,2,2,3.0,2,3,1.0,1,1,1,0,0,1
799,820,1,2,1,1345,2,3.0,4,3,3,3.0,1,1,1.0,1,4,1,0,0,0
800,821,1,2,4,1101,2,3.0,3,3,3,2.0,1,3,1.0,2,4,1,1,0,1
801,822,1,2,1,3016,2,3.0,3,3,3,1.0,1,3,1.0,1,4,1,0,0,1
802,823,2,2,3,2712,2,2.0,2,4,3,2.0,2,1,1.0,1,4,2,0,0,0
803,824,1,1,4,731,2,2.0,4,4,3,4.0,2,3,1.0,2,3,1,0,0,1
804,825,1,1,3,3780,2,1.0,3,2,3,2.0,2,3,1.0,2,1,1,1,0,1
805,826,1,1,4,1602,2,2.0,4,3,3,3.0,1,3,1.0,2,4,1,1,0,1
806,827,1,1,4,3966,2,2.0,1,1,3,4.0,1,1,3.0,3,4,1,1,0,0
807,828,1,4,6,4165,2,3.0,2,4,3,2.0,2,2,1.0,2,4,2,0,0,0
808,829,2,2,5,8335,1,2.0,3,4,3,4.0,2,3,2.0,1,4,1,0,0,0
809,830,3,3,6,6681,1,3.0,4,4,3,4.0,2,3,2.0,1,4,2,1,0,1
810,831,2,3,6,2375,3,3.0,4,4,3,2.0,2,3,1.0,2,4,2,1,0,1
811,832,1,2,4,1216,2,1.0,4,1,3,3.0,1,3,3.0,1,4,1,1,0,0
812,833,3,4,6,11816,2,2.0,2,4,3,4.0,1,3,3.0,2,4,1,0,0,0
813,835,1,2,1,2327,2,1.0,2,1,3,3.0,1,3,1.0,1,3,1,0,0,0
814,836,1,4,4,1082,2,3.0,4,4,3,4.0,3,1,1.0,2,4,1,0,0,0
815,837,1,2,1,886,1,3.0,4,1,3,2.0,1,3,1.0,1,4,1,0,0,1
816,838,1,2,3,601,2,1.0,1,1,3,3.0,1,3,3.0,1,3,2,0,0,1
817,839,2,1,5,2957,2,2.0,4,4,3,4.0,4,3,1.0,2,4,1,1,0,1
818,840,2,1,1,2611,2,2.0,4,3,2,3.0,2,3,1.0,2,4,1,0,0,1
819,799,2,2,4,717,1,2.0,4,3,3,4.0,3,3,1.0,2,4,1,1,0,1
820,841,2,2,3,5179,2,4.0,4,4,3,2.0,1,3,1.0,1,4,1,0,0,0
821,842,1,3,5,2993,2,3.0,3,4,3,2.0,1,2,1.0,2,3,1,0,0,1
822,843,1,2,8,1943,2,1.0,4,1,3,4.0,1,3,1.0,1,4,1,0,0,0
823,845,1,2,3,3422,2,2.0,4,4,3,4.0,2,1,1.0,3,4,2,1,0,1
824,846,1,2,3,3976,1,4.0,2,4,3,3.0,2,3,1.0,1,4,1,1,0,1
825,847,1,2,4,6761,1,3.0,2,4,3,4.0,4,3,3.0,2,4,1,0,0,0
826,848,2,2,4,1249,2,1.0,4,3,3,2.0,1,3,1.0,1,4,1,0,0,1
827,849,1,2,1,1364,2,4.0,3,4,3,4.0,3,3,1.0,1,4,1,0,0,1
828,850,1,2,1,709,2,2.0,4,4,3,4.0,3,2,1.0,1,3,1,0,0,0
829,851,1,1,4,2235,2,3.0,4,3,4,2.0,1,1,3.0,2,4,1,0,1,0
830,852,2,1,5,4042,1,4.0,3,4,3,4.0,2,3,1.0,2,4,1,1,0,1
831,853,1,1,1,1471,2,3.0,4,4,3,4.0,2,3,2.0,2,4,1,1,0,1
832,854,1,5,4,1442,2,4.0,4,4,3,4.0,1,3,2.0,2,3,2,0,0,0
833,855,2,3,4,10875,2,2.0,2,4,3,2.0,2,3,1.0,2,4,2,1,0,1
834,856,2,2,4,1474,5,1.0,4,3,3,3.0,1,3,1.0,1,4,1,1,0,1
835,857,1,2,10,894,1,4.0,4,1,3,3.0,2,3,1.0,1,4,1,1,0,1
836,858,1,1,3,3343,2,3.0,4,4,3,2.0,1,3,2.0,1,4,1,1,0,1
837,859,1,2,4,3959,2,3.0,3,1,3,2.0,1,3,1.0,1,4,1,1,0,0
838,860,1,2,4,3577,5,3.0,1,4,4,2.0,1,3,3.0,1,4,2,0,1,1
839,861,2,1,5,5804,4,3.0,4,4,3,2.0,1,3,1.0,2,4,1,0,0,1
840,862,1,3,6,2169,2,3.0,4,3,3,2.0,1,3,1.0,1,4,1,1,0,0
841,863,2,2,1,2439,2,1.0,4,1,3,4.0,2,3,1.0,1,4,1,1,0,0
842,864,2,1,3,4526,4,1.0,4,4,3,2.0,1,2,1.0,2,3,2,1,0,1
843,865,1,2,3,2210,2,3.0,2,4,3,2.0,1,1,3.0,1,3,1,0,0,0
844,866,1,2,3,2221,3,3.0,2,1,3,4.0,1,3,3.0,1,4,1,0,0,1
845,867,1,2,1,2389,2,1.0,4,1,3,1.0,1,2,1.0,1,4,1,0,0,1
846,868,1,1,3,3331,2,2.0,2,4,3,4.0,2,2,1.0,1,4,1,0,0,1
847,869,2,2,6,7409,1,2.0,3,4,3,2.0,2,3,1.0,2,4,1,0,0,1
848,870,1,2,3,652,2,2.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,1
