,duracao,historicocredito,proposito,valor,investimentos,emprego,tempoparcelamento,estadocivil,fiadorterceiros,residenciadesde,idade,outrosfinanciamentos,habitacao,emprestimoexistente,profissao,dependentes,socioempresa,estrangeiro,status
522,1,1,3,0.9999966274764096,2,2.0,3,1,3,4.0,2,3,1.0,1,4,1,1,0,1
523,3,2,4,0.9999991205399335,2,2.0,4,4,3,4.0,2,1,2.0,1,1,1,0,0,0
524,1,2,3,0.9999972032304839,2,1.0,1,1,3,1.0,2,2,1.0,1,3,1,0,0,1
525,1,2,1,0.9999855516323036,2,1.0,1,3,3,1.0,1,3,3.0,1,4,1,0,0,0
526,2,3,4,0.9999831683600516,2,2.0,4,4,3,4.0,3,3,2.0,2,4,1,1,0,1
527,2,2,3,0.9999986608000118,1,2.0,4,4,3,4.0,1,3,1.0,1,4,1,0,0,0
528,1,2,3,0.9999948186905924,2,3.0,2,4,3,1.0,2,3,1.0,1,3,2,0,0,0
529,1,1,4,0.9999628598016109,2,2.0,4,4,3,4.0,3,3,1.0,2,3,1,0,0,1
530,2,3,4,0.9999594822050744,2,5.0,4,4,3,2.0,2,3,2.0,2,4,2,0,0,0
531,2,1,4,0.9999865478524068,2,3.0,4,1,3,4.0,2,3,1.0,1,4,1,1,0,1
532,2,2,1,0.9999815258467399,2,4.0,3,4,3,1.0,1,1,1.0,1,4,2,0,0,1
533,1,5,1,0.999877534774562,2,3.0,4,1,3,4.0,1,1,1.0,1,3,1,0,0,0
534,3,1,5,0.9999992225759409,1,4.0,2,4,3,1.0,2,3,2.0,2,4,1,1,0,1
535,1,1,8,0.9999203736992059,1,4.0,4,1,3,4.0,1,3,1.0,2,4,1,0,0,1
536,1,5,1,0.9999826943267909,3,2.0,2,4,3,4.0,2,1,1.0,1,3,2,0,0,1
537,3,2,1,0.9999990099226926,2,4.0,1,3,4,1.0,2,3,1.0,2,4,1,1,0,0
538,1,1,4,0.9999854275457567,5,1.0,4,4,3,1.0,1,3,1.0,1,4,1,0,0,1
539,1,2,2,0.9999634828270918,2,4.0,4,1,3,4.0,4,3,1.0,2,1,1,1,0,1
540,1,2,1,0.9999816551020886,2,1.0,2,4,3,1.0,1,2,1.0,1,4,1,0,0,0
541,1,4,4,0.9999885342608565,5,1.0,3,1,3,3.0,1,3,1.0,2,4,1,0,0,0
542,1,4,4,0.9999981022833517,1,3.0,1,1,3,4.0,1,1,1.0,2,4,1,1,0,0
543,2,5,3,0.9999948877689933,2,4.0,3,4,3,4.0,1,1,1.0,1,4,1,0,0,0
544,1,1,3,0.9999900463771568,2,1.0,2,4,3,2.0,1,3,1.0,2,3,1,0,0,0
545,2,2,5,0.9999924875318639,1,2.0,4,4,3,4.0,3,1,2.0,1,4,2,1,0,1
546,2,5,1,0.999971550712105,2,4.0,4,4,4,4.0,1,1,3.0,1,3,1,0,0,0
547,1,3,1,0.9999431974985006,2,1.0,2,1,3,1.0,1,1,1.0,1,4,1,0,0,1
548,2,2,4,0.9999996351492163,1,3.0,1,4,3,4.0,2,3,2.0,1,4,1,1,0,0
549,2,3,1,0.999975123336421,5,4.0,3,1,3,2.0,1,3,3.0,2,4,1,1,0,1
550,1,2,4,0.9999737045961,2,4.0,2,2,3,3.0,2,3,1.0,1,4,1,0,0,0
551,2,1,1,0.9999930787028224,4,2.0,2,4,3,2.0,2,3,1.0,1,4,1,0,0,1
552,3,2,1,0.9999964313969297,1,4.0,4,4,3,1.0,2,3,1.0,2,4,2,1,0,1
553,3,2,1,0.9999991241634886,2,3.0,3,1,3,2.0,1,3,1.0,1,4,1,1,0,0
554,2,2,3,0.9999954583818181,2,1.0,4,1,3,4.0,1,3,3.0,1,3,1,1,0,0
555,2,1,1,0.9999987024045149,2,4.0,3,4,2,2.0,2,3,1.0,1,4,1,0,0,1
556,2,2,5,0.9999980858860393,1,5.0,2,1,3,4.0,1,3,3.0,1,1,1,1,0,1
557,1,2,6,0.9999084228293039,2,3.0,4,1,3,4.0,1,3,1.0,1,3,1,0,0,1
558,1,2,1,0.9999585752180975,2,2.0,4,4,3,4.0,1,3,1.0,2,3,1,0,0,1
559,1,1,3,0.9999952399327956,2,4.0,2,1,2,3.0,1,1,1.0,2,4,1,0,0,1
560,1,2,1,0.9999958648580877,2,4.0,2,1,3,1.0,1,3,1.0,1,4,1,0,0,1
561,2,1,2,0.9999897667519615,1,3.0,3,1,3,2.0,1,3,1.0,2,4,1,1,0,1
562,2,1,4,0.9999935240305151,2,1.0,4,2,3,4.0,1,3,1.0,2,4,1,0,0,0
563,2,2,10,0.9998963678051848,2,1.0,4,3,3,3.0,1,3,1.0,2,3,1,0,0,1
564,1,1,4,0.9999551654350386,2,2.0,3,4,4,3.0,1,1,1.0,2,4,1,0,0,0
565,1,1,4,0.9999955427776155,2,1.0,1,4,3,3.0,3,1,1.0,2,3,2,0,0,1
566,1,2,3,0.9999753453628029,2,3.0,4,1,3,2.0,1,3,3.0,1,4,1,0,0,1
567,2,2,8,0.999986892036256,2,1.0,4,4,3,1.0,1,3,3.0,1,3,1,0,0,0
568,1,2,4,0.9999895598894466,1,2.0,4,1,3,4.0,3,3,2.0,1,1,1,1,0,1
569,1,2,3,0.9999900182395624,2,3.0,1,1,3,4.0,1,1,3.0,1,4,1,0,0,0
570,1,1,4,0.999992915934447,2,3.0,2,4,3,2.0,2,3,3.0,2,4,2,0,0,1
571,1,2,3,0.9999702093515187,2,3.0,4,4,4,1.0,1,3,1.0,1,3,1,0,0,1
572,1,2,7,0.9999540909983683,2,3.0,4,3,3,3.0,2,3,1.0,1,3,1,1,0,0
573,1,1,3,0.9999898901645672,2,2.0,3,4,3,3.0,3,3,1.0,2,4,1,0,0,0
574,1,1,1,0.9996459968028786,2,4.0,4,1,3,3.0,3,3,1.0,4,3,1,1,0,1
575,2,3,4,0.9999836843338128,1,3.0,4,1,3,4.0,2,3,3.0,2,4,1,1,0,1
576,1,2,6,0.9999755187074975,4,2.0,4,1,3,4.0,2,1,1.0,1,3,1,0,0,1
577,2,2,4,0.9999930288603488,2,3.0,3,1,3,4.0,1,3,3.0,1,3,1,1,0,0
578,2,5,9,0.9999517431433639,1,2.0,4,4,3,3.0,2,2,1.0,1,1,1,1,0,0
579,1,5,4,0.999944049248154,5,1.0,1,1,3,1.0,1,2,1.0,1,3,1,0,0,0
580,2,2,4,0.9999697036512081,2,4.0,4,1,3,4.0,1,3,3.0,2,4,1,0,0,0
581,2,4,6,0.999995969129593,2,3.0,1,4,3,4.0,2,3,1.0,3,3,1,1,0,0
582,1,1,4,0.9999938317265793,2,4.0,2,4,3,2.0,1,1,1.0,2,4,1,0,0,0
583,2,3,6,0.9999958117955619,2,3.0,1,4,3,2.0,1,3,2.0,1,4,1,0,0,1
584,1,2,1,0.9999941927864913,2,1.0,1,1,4,1.0,2,3,1.0,1,4,1,0,0,1
585,1,2,3,0.9999507585701295,2,3.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,0
586,2,5,2,0.9999829612224822,2,4.0,4,1,3,4.0,2,1,2.0,1,3,1,0,0,0
587,2,2,3,0.9999966565195005,2,3.0,4,1,3,2.0,1,3,1.0,1,1,1,1,0,0
588,1,2,3,0.9999757025387889,2,1.0,4,1,3,2.0,1,3,1.0,1,4,1,0,0,1
589,2,5,3,0.9999913099888582,3,3.0,4,4,3,4.0,1,2,1.0,1,4,1,1,0,1
590,2,1,6,0.999996997769306,2,3.0,3,4,3,2.0,4,3,1.0,1,1,1,1,0,1
591,2,2,1,0.999991589961273,5,3.0,4,1,2,4.0,3,3,2.0,1,4,1,0,0,0
592,1,2,1,0.9999901346988017,2,1.0,4,4,3,1.0,1,3,1.0,1,4,1,0,0,1
593,1,2,5,0.9999636114537415,1,2.0,4,4,3,4.0,2,1,2.0,1,4,2,0,0,1
594,1,2,7,0.9998470522034656,5,5.0,4,1,3,3.0,1,3,1.0,1,4,1,0,0,0
595,1,2,4,0.9999632564477088,5,2.0,1,1,3,4.0,3,3,2.0,1,3,2,0,0,0
596,1,2,1,0.9999966724359971,4,1.0,4,1,3,2.0,1,1,1.0,1,4,1,0,0,1
597,2,5,5,0.9999949967869518,2,3.0,1,1,4,4.0,1,1,3.0,1,4,1,0,1,1
598,1,3,3,0.9999854692747424,2,4.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,0
599,3,4,6,0.9999995971470113,1,3.0,2,4,3,2.0,3,1,1.0,1,1,1,1,0,1
600,4,3,1,0.9999994812208771,1,3.0,2,4,3,2.0,1,3,2.0,1,1,1,0,0,1
601,1,1,4,0.9999956338549261,2,3.0,1,4,3,3.0,2,3,3.0,3,4,2,0,0,1
602,2,2,3,0.9999952282685478,5,3.0,2,1,2,4.0,1,3,3.0,1,4,1,0,0,0
603,1,2,4,0.9998803925560837,2,3.0,4,2,3,2.0,3,3,1.0,1,3,1,0,0,1
604,1,1,6,0.9999951639027402,2,4.0,2,4,3,3.0,1,3,1.0,2,4,1,0,0,1
605,1,1,4,0.9999801364370452,2,3.0,3,4,3,2.0,1,1,1.0,2,4,1,0,0,0
606,3,2,6,0.9999962139714507,1,3.0,4,2,3,2.0,2,1,1.0,1,4,1,0,0,0
607,1,2,3,0.9999878339402357,2,1.0,4,1,3,1.0,1,3,3.0,1,4,1,0,0,1
608,1,2,1,0.999990680603651,2,3.0,4,4,3,4.0,4,3,2.0,2,4,1,0,0,0
609,1,2,1,0.9999886378368582,1,2.0,4,4,3,2.0,2,3,1.0,1,4,1,0,0,1
610,1,2,3,0.9999895031330354,2,3.0,2,4,3,2.0,2,3,1.0,1,4,1,1,0,1
611,1,5,4,0.9999636818207781,5,4.0,2,4,3,3.0,1,3,1.0,1,4,1,0,0,0
612,3,1,3,0.999995990907562,3,3.0,4,4,3,4.0,2,3,1.0,2,4,1,1,0,1
613,1,2,2,0.9999967993014577,1,2.0,1,4,3,4.0,4,3,1.0,1,3,1,0,0,1
614,2,2,1,0.9999969393075512,2,3.0,2,1,3,4.0,1,3,1.0,1,4,1,0,0,1
615,1,5,3,0.9999747087410904,2,3.0,4,4,3,3.0,2,1,1.0,1,4,1,0,0,0
616,1,2,1,0.9999808171509998,1,1.0,4,4,3,1.0,1,3,1.0,1,4,1,0,0,1
617,1,2,3,0.9999908173900266,2,1.0,2,1,2,2.0,1,3,3.0,2,4,1,0,0,0
618,2,2,4,0.9999763083541203,2,1.0,3,1,3,4.0,1,3,1.0,1,3,1,1,0,0
619,1,2,2,0.9999713995992535,2,2.0,4,4,3,4.0,2,1,1.0,3,4,2,1,0,1
620,2,2,1,0.9999759697176156,3,4.0,4,1,3,1.0,1,3,1.0,1,4,1,0,0,1
621,4,3,1,0.9999997449151412,2,4.0,2,4,3,4.0,1,3,1.0,2,4,1,1,0,1
622,1,2,1,0.9999816070131994,2,1.0,4,1,3,3.0,2,3,1.0,1,4,2,0,0,1
623,3,3,1,0.999997250874042,2,4.0,3,4,3,2.0,1,1,1.0,2,4,2,1,0,0
624,1,2,2,0.9999271190793283,2,5.0,4,1,3,1.0,1,3,1.0,1,2,1,0,0,0
625,1,2,8,0.9999523666540007,2,2.0,4,4,3,4.0,2,3,1.0,2,3,1,0,0,1
626,1,2,2,0.999997683907484,5,3.0,3,4,3,2.0,2,3,1.0,1,1,1,1,0,0
627,2,1,1,0.9999846772581826,2,4.0,4,3,4,2.0,1,3,1.0,2,4,1,1,0,1
628,1,1,1,0.9999891072399999,2,4.0,4,3,3,1.0,1,3,1.0,2,1,1,1,0,1
629,2,3,6,0.9999988300973414,1,1.0,4,4,3,4.0,1,3,3.0,2,4,1,1,0,0
630,2,4,3,0.999997548082139,2,3.0,2,2,4,2.0,1,3,1.0,2,4,1,0,0,1
631,1,2,4,0.9999776165300336,3,3.0,2,1,3,2.0,1,3,1.0,1,4,1,0,0,0
632,2,2,4,0.9999308731610878,2,4.0,4,4,3,3.0,2,1,2.0,1,4,2,0,0,0
633,3,2,2,0.9999990517198353,2,4.0,4,4,3,1.0,3,3,2.0,1,1,1,1,0,1
634,1,2,3,0.999986871158079,2,3.0,4,4,3,2.0,2,3,1.0,1,3,1,0,0,0
635,2,2,4,0.9999904786769732,2,2.0,4,4,2,1.0,2,3,1.0,1,4,1,0,0,0
636,2,3,4,0.9999989599822267,5,2.0,2,4,3,4.0,2,3,1.0,4,1,1,1,0,0
637,2,1,5,0.9999875540959624,2,4.0,4,4,3,3.0,2,3,1.0,2,4,1,1,0,1
638,1,2,4,0.9999960405003597,2,5.0,1,4,3,4.0,1,3,2.0,1,4,1,0,0,1
639,1,2,4,0.9999327942927647,2,2.0,4,4,3,4.0,2,1,1.0,1,3,2,0,0,0
640,3,2,1,0.9999994736306492,1,4.0,4,4,3,3.0,2,2,1.0,1,4,1,1,0,1
641,2,4,6,0.9999967166058291,2,3.0,2,1,3,1.0,1,3,1.0,2,4,1,0,0,1
642,1,1,3,0.999998974356015,2,2.0,2,4,3,1.0,2,3,1.0,1,4,1,1,0,1
643,1,2,1,0.9999702785023153,2,3.0,3,3,3,4.0,1,3,3.0,1,4,1,0,0,1
644,1,2,4,0.9999395116615407,1,3.0,4,3,3,2.0,1,3,1.0,1,4,1,0,0,0
645,1,2,3,0.9999892476586774,2,2.0,4,4,3,2.0,3,3,1.0,2,4,1,0,0,1
646,1,3,3,0.9999514774547871,2,5.0,4,4,3,1.0,2,2,1.0,2,1,1,1,0,1
647,1,1,2,0.9999635126050145,2,3.0,2,1,3,4.0,3,3,1.0,1,3,1,0,0,1
648,2,1,9,0.999997918063012,2,5.0,4,4,2,2.0,1,1,1.0,2,1,1,1,0,1
649,2,5,3,0.99999427267984,4,3.0,4,4,3,2.0,2,2,1.0,1,4,2,1,0,1
650,3,5,6,0.9999953934638318,2,3.0,1,1,3,1.0,1,2,1.0,1,4,1,0,0,1
651,1,1,4,0.9999975484694503,2,2.0,3,4,2,4.0,2,3,3.0,2,4,1,1,0,0
652,2,1,1,0.9999942872002414,2,2.0,4,4,3,4.0,2,3,1.0,1,4,1,0,0,1
653,2,1,6,0.9999957680122993,5,3.0,3,4,3,3.0,1,3,1.0,2,3,1,1,0,1
654,2,2,6,0.99999769492153,5,4.0,2,4,3,2.0,1,3,1.0,2,4,1,1,0,1
655,4,2,4,0.999999497459551,2,2.0,2,4,3,4.0,2,3,1.0,1,1,1,1,0,1
656,1,1,4,0.9999897144708206,3,3.0,1,3,3,2.0,1,3,1.0,1,4,1,0,0,1
657,1,3,6,0.9999909111268573,3,1.0,4,4,3,2.0,2,1,1.0,1,3,2,0,0,0
658,2,1,3,0.9999979262954503,2,2.0,4,4,3,4.0,1,3,1.0,1,4,1,1,0,1
659,4,2,1,0.9999982430420673,5,3.0,2,3,3,2.0,1,3,1.0,1,4,1,0,0,0
660,2,2,1,0.9999901469858572,2,2.0,4,4,3,4.0,4,1,3.0,1,3,1,0,0,1
661,1,2,1,0.9999855536145026,2,1.0,3,1,3,1.0,1,3,1.0,1,4,1,0,0,1
662,1,2,2,0.9999858380547736,2,1.0,1,1,3,2.0,3,3,1.0,1,4,1,0,0,1
663,1,2,1,0.9999894107027181,1,3.0,4,4,3,4.0,2,3,2.0,1,4,1,1,0,1
664,1,3,1,0.9999789430606605,2,3.0,4,3,3,3.0,1,1,1.0,2,4,1,0,0,1
665,2,1,1,0.9999982335329365,2,1.0,3,3,3,3.0,2,3,2.0,3,4,1,1,0,1
666,2,3,6,0.9999992023512853,5,4.0,1,4,3,3.0,1,3,1.0,2,3,2,1,0,1
667,4,2,4,0.9999983216685877,1,3.0,4,4,3,4.0,2,3,2.0,1,4,2,1,0,1
668,1,1,1,0.9999727195056723,1,4.0,4,4,3,2.0,1,3,1.0,2,4,1,1,0,1
669,2,3,4,0.9999913931496612,5,2.0,4,4,3,3.0,1,3,2.0,1,4,1,0,0,1
670,1,2,1,0.9999924793126671,5,2.0,3,4,2,4.0,2,3,1.0,1,4,1,1,0,1
671,1,2,4,0.9999957238945733,4,3.0,1,4,3,3.0,1,3,1.0,1,4,2,0,0,1
672,1,1,3,0.9999563473686853,2,3.0,2,2,3,3.0,1,3,1.0,2,4,1,0,0,1
673,1,2,8,0.9999892376387506,5,3.0,3,1,3,2.0,1,3,1.0,1,3,1,0,0,1
674,2,2,1,0.9999943363969748,5,1.0,2,4,3,1.0,1,3,1.0,1,4,1,0,0,1
675,1,1,4,0.9999980441281777,1,1.0,1,4,3,3.0,2,3,1.0,2,3,2,0,0,1
676,2,2,1,0.9999899362335795,2,4.0,4,4,3,2.0,1,3,1.0,1,4,1,1,0,1
677,1,2,5,0.9999545097600055,3,3.0,2,4,3,4.0,3,3,3.0,1,4,1,0,0,1
678,1,2,1,0.9999519189970435,2,4.0,4,4,4,3.0,1,3,1.0,2,4,1,0,1,1
679,1,1,4,0.9999516056572121,2,5.0,1,1,3,2.0,2,3,1.0,1,2,1,0,0,1
680,1,1,1,0.9999854941427965,2,3.0,4,4,3,2.0,1,3,1.0,2,4,1,0,0,1
681,1,2,2,0.9999860847070717,2,2.0,4,4,3,4.0,2,3,3.0,1,1,1,1,0,1
682,2,2,1,0.9999976852947446,2,4.0,4,1,3,4.0,1,3,3.0,1,1,1,1,0,1
683,1,2,3,0.9999587696547656,3,3.0,4,1,3,4.0,1,3,3.0,1,3,1,0,0,0
684,3,1,5,0.9999982660401068,2,2.0,4,4,3,4.0,2,3,2.0,2,4,1,1,0,0
685,2,2,1,0.999972313160301,5,2.0,4,1,3,2.0,2,3,2.0,1,4,1,1,0,1
686,2,3,6,0.999987709741442,5,2.0,4,4,3,2.0,2,2,1.0,2,4,1,0,0,1
687,2,2,6,0.9999913939682513,2,1.0,4,1,3,1.0,1,3,1.0,1,4,2,1,0,1
688,1,2,4,0.9999982889427912,3,2.0,1,1,3,4.0,2,3,2.0,1,4,1,0,0,1
689,3,2,4,0.9999984082243538,5,4.0,3,4,3,2.0,1,3,1.0,1,4,1,0,0,0
690,1,4,3,0.9999939875488943,2,1.0,4,1,3,3.0,1,3,3.0,2,4,1,0,0,0
691,1,2,1,0.9999704365862992,2,2.0,4,1,3,4.0,1,3,1.0,1,4,1,0,0,1
692,1,2,1,0.9999909718819261,2,3.0,2,4,3,2.0,2,3,1.0,1,3,2,0,0,1
693,1,1,1,0.9999027037611539,3,2.0,4,4,3,3.0,1,1,1.0,2,1,1,1,0,1
694,1,5,2,0.9999599384166212,2,2.0,4,1,3,4.0,2,3,2.0,1,4,1,0,0,0
695,1,2,5,0.9999909471399832,1,2.0,4,4,3,4.0,2,3,1.0,1,1,1,1,0,1
696,1,1,1,0.9999617795517759,2,3.0,4,4,3,4.0,1,3,1.0,2,3,1,0,0,1
697,4,2,4,0.999999705219869,2,4.0,4,4,3,2.0,1,3,1.0,1,1,1,1,0,0
698,2,1,5,0.9999989167981338,1,2.0,1,4,3,4.0,4,3,1.0,2,4,1,0,0,1
699,2,1,1,0.9999952999556426,1,2.0,3,4,3,2.0,2,3,1.0,2,4,2,1,0,1
700,1,2,1,0.9999816784099582,2,3.0,4,4,3,2.0,1,3,2.0,1,1,1,1,0,1
701,2,1,1,0.9999955600269224,1,3.0,3,4,3,2.0,1,3,1.0,2,4,1,1,0,1
702,1,4,5,0.9999981480506023,5,2.0,3,3,3,4.0,1,1,1.0,2,4,1,1,0,1
703,1,4,1,0.9999751067855928,2,1.0,4,4,3,2.0,2,3,1.0,2,1,1,1,0,0
704,1,5,2,0.9997094429640525,4,1.0,4,1,3,2.0,1,1,3.0,1,4,2,0,0,0
705,1,2,4,0.9999714863281859,2,3.0,4,1,3,2.0,1,3,1.0,1,3,1,0,0,0
706,1,2,1,0.9999222971523938,3,3.0,4,1,3,3.0,4,3,1.0,1,3,1,0,0,1
707,2,2,4,0.9999922785493635,2,3.0,3,1,3,3.0,1,3,3.0,1,4,1,0,0,0
708,1,1,4,0.9993446447990583,4,3.0,2,1,3,2.0,2,1,1.0,2,3,1,0,0,1
709,1,1,1,0.9999780589440668,3,3.0,2,3,3,2.0,2,3,1.0,2,3,1,0,0,1
710,1,2,1,0.9999868718006625,2,3.0,4,1,3,4.0,1,1,3.0,2,4,1,0,0,0
711,3,5,6,0.9999980809020985,2,2.0,4,1,3,3.0,3,3,3.0,1,4,1,0,0,0
712,2,1,6,0.9999581725590891,4,3.0,2,2,3,4.0,2,3,1.0,2,4,1,1,0,1
713,2,3,1,0.9999990365493716,2,1.0,1,4,3,2.0,1,3,1.0,1,4,1,0,0,1
714,2,2,1,0.9999873361423453,2,3.0,2,4,3,4.0,1,3,3.0,1,3,2,0,0,0
715,1,2,1,0.9999229659659898,2,4.0,4,1,4,2.0,2,3,1.0,1,3,1,0,0,1
716,2,2,5,0.9999906282804476,4,3.0,2,1,3,4.0,1,3,3.0,1,4,1,1,0,1
717,1,1,4,0.999996236147436,2,4.0,1,1,3,1.0,2,3,1.0,1,4,2,0,0,1
718,2,5,7,0.9999964510462104,1,1.0,3,1,3,2.0,1,1,1.0,1,2,1,0,0,1
719,2,2,5,0.9999996333259521,2,3.0,1,1,3,4.0,1,3,3.0,2,1,1,0,0,0
720,1,2,4,0.9999964815348014,5,3.0,3,4,3,4.0,2,3,1.0,1,3,2,1,0,1
721,1,1,4,0.9999989280525146,2,4.0,1,4,3,3.0,2,3,1.0,2,1,2,1,0,1
722,2,4,6,0.9999954963619817,5,3.0,4,1,3,4.0,1,3,3.0,2,3,1,0,0,0
723,2,5,4,0.9999864958221674,5,4.0,2,4,3,3.0,1,1,1.0,1,4,1,0,0,1
724,1,5,1,0.9999476506641976,2,3.0,4,4,3,4.0,1,2,1.0,1,3,1,0,0,1
725,1,2,1,0.9999952431840774,1,2.0,4,4,3,3.0,2,3,1.0,1,4,1,1,0,1
726,2,5,3,0.9999887274019379,3,3.0,4,4,3,4.0,1,2,1.0,1,4,1,1,0,1
727,1,1,6,0.9999851360101513,2,1.0,3,4,3,1.0,1,1,1.0,2,3,1,0,0,1
728,1,2,4,0.9999908805535297,2,5.0,1,1,3,4.0,1,3,3.0,1,4,1,0,0,1
729,1,2,4,0.9999781286671999,2,1.0,3,1,3,1.0,2,3,1.0,1,3,1,0,0,0
730,1,2,5,0.9999980937914689,1,3.0,1,4,3,3.0,1,3,1.0,1,4,1,0,0,1
731,1,2,3,0.9998144459284924,2,2.0,2,1,3,1.0,3,1,1.0,1,4,1,1,0,1
732,1,2,4,0.9999669334125442,2,1.0,1,1,3,2.0,1,3,1.0,1,3,1,0,0,0
733,1,2,6,0.999898923964057,5,4.0,2,1,3,4.0,1,3,3.0,1,3,1,0,0,1
734,2,1,1,0.9999986638445362,2,4.0,4,1,3,2.0,1,3,1.0,2,4,1,0,0,1
735,1,3,8,0.9999592667645267,4,2.0,4,4,3,4.0,3,3,2.0,2,4,2,0,0,0
736,2,2,4,0.9999636653212624,1,4.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,0
737,1,1,4,0.9999694810881194,2,3.0,1,4,3,1.0,4,3,1.0,3,2,2,0,1,1
738,1,1,1,0.999968431168333,1,3.0,3,4,3,4.0,2,3,2.0,2,4,1,1,0,0
739,2,2,4,0.9999721725507925,2,3.0,2,4,4,2.0,1,3,1.0,1,4,1,1,0,1
740,1,1,4,0.9998837852703854,2,2.0,4,4,3,3.0,2,3,1.0,2,4,1,0,0,0
741,1,1,4,0.999998251617178,1,2.0,1,1,3,4.0,3,3,1.0,1,4,1,1,0,1
742,1,1,3,0.9999882521283869,2,3.0,4,1,3,4.0,1,3,3.0,2,4,1,0,0,0
743,1,2,1,0.9999906158166328,2,3.0,4,4,3,3.0,1,3,1.0,1,3,1,0,0,1
744,1,1,4,0.9999996952404143,1,2.0,4,4,3,4.0,1,3,2.0,1,1,1,1,0,0
745,2,1,4,0.9999885435907919,5,4.0,4,3,3,3.0,1,3,1.0,2,4,1,1,0,1
746,1,2,1,0.9999707664475211,2,2.0,3,3,4,3.0,2,1,1.0,2,3,1,0,0,1
747,2,2,3,0.9999960143779504,2,1.0,2,2,3,4.0,1,3,1.0,1,3,1,0,0,0
748,1,2,5,0.9999942370808497,1,1.0,1,1,3,4.0,1,3,3.0,1,4,1,0,0,1
749,1,1,3,0.999995872433743,2,2.0,1,4,3,4.0,1,3,3.0,3,4,1,1,0,1
750,1,1,1,0.9999821109025455,2,2.0,2,4,3,4.0,4,3,1.0,2,3,1,1,0,1
751,2,2,5,0.9999932974375282,1,2.0,2,1,3,4.0,1,3,3.0,1,4,1,0,0,1
752,2,1,2,0.9999995157144679,2,3.0,3,1,3,2.0,1,3,1.0,2,1,1,1,0,0
753,1,1,5,0.9999955247663624,2,2.0,1,4,3,4.0,2,3,1.0,1,1,1,1,0,1
754,2,1,1,0.9999873528446558,5,2.0,4,4,3,4.0,3,1,1.0,2,4,1,0,0,1
755,1,1,4,0.9999696416308582,3,5.0,2,4,3,4.0,4,1,2.0,3,2,1,0,0,1
756,2,2,4,0.999969942423775,1,3.0,4,1,3,4.0,1,3,3.0,1,4,1,0,0,0
757,2,1,4,0.9999945984124734,2,4.0,4,4,3,4.0,2,3,1.0,2,4,1,1,0,1
758,1,2,1,0.9999963453701546,2,4.0,4,1,4,1.0,1,3,1.0,1,4,1,0,0,1
759,2,1,5,0.9999982063802505,4,2.0,4,4,3,2.0,2,3,1.0,2,1,1,1,0,1
760,1,2,8,0.9999941971041615,2,5.0,2,1,3,4.0,4,3,1.0,1,4,1,1,0,1
761,3,1,1,0.9999978836688738,2,4.0,2,4,4,2.0,1,3,1.0,2,4,1,0,0,0
762,2,1,4,0.9999817998379373,4,2.0,4,4,3,4.0,3,3,1.0,1,4,1,1,0,1
763,1,4,10,0.9999529734899736,2,3.0,2,4,3,2.0,1,3,1.0,1,3,1,1,0,1
764,1,2,4,0.9999349036806271,5,1.0,4,1,3,2.0,1,1,1.0,1,3,1,0,0,0
765,1,2,5,0.9999986853146889,1,5.0,1,2,3,4.0,3,3,1.0,1,1,1,1,0,1
766,1,2,6,0.9999816858785766,4,3.0,4,4,3,2.0,2,3,1.0,1,3,1,1,0,1
767,2,2,1,0.9999926631954262,3,2.0,3,4,3,4.0,2,3,1.0,1,4,1,0,0,1
768,3,1,5,0.9999914113168584,1,2.0,4,4,3,3.0,2,3,1.0,2,4,2,1,0,1
769,3,3,2,0.9999983607941719,2,2.0,4,4,3,4.0,3,3,2.0,1,4,1,0,0,0
770,3,1,2,0.9999986240857145,2,3.0,4,4,3,3.0,1,1,1.0,1,4,1,1,0,0
771,1,2,6,0.9999596154111678,2,2.0,2,1,3,4.0,2,3,1.0,1,4,2,0,0,0
772,2,2,5,0.9999986199646477,1,2.0,3,4,3,4.0,2,3,1.0,1,1,2,1,0,1
773,1,1,3,0.9999741766501538,1,3.0,1,3,3,2.0,1,3,1.0,2,4,1,0,0,1
774,2,2,3,0.9999937826872229,2,2.0,3,2,3,4.0,3,3,2.0,1,4,1,0,0,1
775,2,2,3,0.9999936539650599,3,2.0,4,4,3,3.0,1,3,3.0,1,4,1,1,0,1
776,1,2,3,0.9999898010872039,5,1.0,2,1,3,4.0,1,3,3.0,1,4,1,0,0,1
777,1,2,5,0.9999989275942052,1,2.0,1,4,3,4.0,3,3,2.0,1,4,2,1,0,0
778,1,1,3,0.9999747255191338,2,1.0,2,1,3,4.0,1,3,3.0,2,3,1,0,0,1
779,1,2,4,0.9999814542204187,1,1.0,4,4,3,2.0,2,3,1.0,1,2,1,0,0,1
780,2,1,2,0.9999762791586204,2,2.0,4,4,3,4.0,3,3,2.0,2,4,2,0,0,1
781,1,1,1,0.9999863442714678,2,2.0,3,1,4,4.0,3,1,3.0,2,3,1,1,0,1
782,1,1,3,0.9999978356215676,2,2.0,1,1,3,4.0,1,3,1.0,2,4,1,0,0,1
783,1,1,1,0.999946990072673,1,2.0,4,4,3,4.0,2,3,1.0,2,4,1,0,0,1
